file,roi,corrtype,hemi,cb_idx,nvoxels,t
perm_vsm4_TO1_rh_pearson_tstat1.nii,TO1,pearson,rh,8.0,67,4.81
perm_vsm4_TO1_rh_pearson_tstat1.nii,TO1,pearson,rh,9.0,17,4.69
perm_vsm4_TO1_rh_pearson_tstat1.nii,TO1,pearson,rh,10.0,38,5.56
perm_vsm4_TO1_bilat_pearson_tstat1.nii,TO1,pearson,bilat,0.0,901616,0.05
perm_vsm4_TO1_bilat_pearson_tstat1.nii,TO1,pearson,bilat,1.0,75,7.44
perm_vsm4_TO1_bilat_pearson_tstat1.nii,TO1,pearson,bilat,2.0,159,9.93
perm_vsm4_TO1_bilat_pearson_tstat1.nii,TO1,pearson,bilat,3.0,183,10.25
perm_vsm4_TO1_bilat_pearson_tstat1.nii,TO1,pearson,bilat,4.0,159,6.29
perm_vsm4_TO1_bilat_pearson_tstat1.nii,TO1,pearson,bilat,5.0,159,11.45
perm_vsm4_TO1_bilat_pearson_tstat1.nii,TO1,pearson,bilat,6.0,124,11.48
perm_vsm4_TO1_bilat_pearson_tstat1.nii,TO1,pearson,bilat,7.0,32,7.57
perm_vsm4_TO1_bilat_pearson_tstat1.nii,TO1,pearson,bilat,8.0,67,6.67
perm_vsm4_TO1_bilat_pearson_tstat1.nii,TO1,pearson,bilat,9.0,17,5.88
perm_vsm4_TO1_bilat_pearson_tstat1.nii,TO1,pearson,bilat,10.0,38,7.03
perm_vsm4_TO1_lh_partial_tstat1.nii,TO1,partial,lh,0.0,901616,0.03
perm_vsm4_TO1_lh_partial_tstat1.nii,TO1,partial,lh,1.0,75,4.80
perm_vsm4_TO1_lh_partial_tstat1.nii,TO1,partial,lh,2.0,159,6.02
perm_vsm4_TO1_lh_partial_tstat1.nii,TO1,partial,lh,3.0,183,5.89
perm_vsm4_TO1_lh_partial_tstat1.nii,TO1,partial,lh,4.0,159,3.51
perm_vsm4_TO1_lh_partial_tstat1.nii,TO1,partial,lh,5.0,159,6.83
perm_vsm4_TO1_lh_partial_tstat1.nii,TO1,partial,lh,6.0,124,7.62
perm_vsm4_TO1_lh_partial_tstat1.nii,TO1,partial,lh,7.0,32,6.19
perm_vsm4_TO1_lh_partial_tstat1.nii,TO1,partial,lh,8.0,67,5.78
perm_vsm4_TO1_lh_partial_tstat1.nii,TO1,partial,lh,9.0,17,4.21
perm_vsm4_TO1_lh_partial_tstat1.nii,TO1,partial,lh,10.0,38,5.01
perm_vsm4_TO1_rh_partial_tstat1.nii,TO1,partial,rh,0.0,901616,0.03
perm_vsm4_TO1_rh_partial_tstat1.nii,TO1,partial,rh,1.0,75,3.01
perm_vsm4_TO1_rh_partial_tstat1.nii,TO1,partial,rh,2.0,159,3.99
perm_vsm4_TO1_rh_partial_tstat1.nii,TO1,partial,rh,3.0,183,4.54
perm_vsm4_TO1_rh_partial_tstat1.nii,TO1,partial,rh,4.0,159,2.85
perm_vsm4_TO1_rh_partial_tstat1.nii,TO1,partial,rh,5.0,159,5.27
perm_vsm4_TO1_rh_partial_tstat1.nii,TO1,partial,rh,6.0,124,4.78
perm_vsm4_TO1_rh_partial_tstat1.nii,TO1,partial,rh,7.0,32,2.84
perm_vsm4_TO1_rh_partial_tstat1.nii,TO1,partial,rh,8.0,67,2.49
perm_vsm4_TO1_rh_partial_tstat1.nii,TO1,partial,rh,9.0,17,2.91
perm_vsm4_TO1_rh_partial_tstat1.nii,TO1,partial,rh,10.0,38,3.29
perm_vsm4_TO2_lh_pearson_tstat1.nii,TO2,pearson,lh,0.0,901616,0.03
perm_vsm4_TO2_lh_pearson_tstat1.nii,TO2,pearson,lh,1.0,75,5.01
perm_vsm4_TO2_lh_pearson_tstat1.nii,TO2,pearson,lh,2.0,159,6.54
perm_vsm4_TO2_lh_pearson_tstat1.nii,TO2,pearson,lh,3.0,183,6.09
perm_vsm4_TO2_lh_pearson_tstat1.nii,TO2,pearson,lh,4.0,159,3.65
perm_vsm4_TO2_lh_pearson_tstat1.nii,TO2,pearson,lh,5.0,159,7.04
perm_vsm4_TO2_lh_pearson_tstat1.nii,TO2,pearson,lh,6.0,124,7.55
perm_vsm4_TO2_lh_pearson_tstat1.nii,TO2,pearson,lh,7.0,32,5.17
perm_vsm4_TO2_lh_pearson_tstat1.nii,TO2,pearson,lh,8.0,67,5.04
perm_vsm4_TO2_lh_pearson_tstat1.nii,TO2,pearson,lh,9.0,17,3.24
perm_vsm4_TO2_lh_pearson_tstat1.nii,TO2,pearson,lh,10.0,38,4.74
perm_vsm4_TO2_rh_pearson_tstat1.nii,TO2,pearson,rh,0.0,901616,0.04
perm_vsm4_TO2_rh_pearson_tstat1.nii,TO2,pearson,rh,1.0,75,4.89
perm_vsm4_TO2_rh_pearson_tstat1.nii,TO2,pearson,rh,2.0,159,7.10
perm_vsm4_TO2_rh_pearson_tstat1.nii,TO2,pearson,rh,3.0,183,7.01
perm_vsm4_TO2_rh_pearson_tstat1.nii,TO2,pearson,rh,4.0,159,4.64
perm_vsm4_TO2_rh_pearson_tstat1.nii,TO2,pearson,rh,5.0,159,8.45
perm_vsm4_TO2_rh_pearson_tstat1.nii,TO2,pearson,rh,6.0,124,8.30
perm_vsm4_TO2_rh_pearson_tstat1.nii,TO2,pearson,rh,7.0,32,5.65
perm_vsm4_TO2_rh_pearson_tstat1.nii,TO2,pearson,rh,8.0,67,4.82
perm_vsm4_TO2_rh_pearson_tstat1.nii,TO2,pearson,rh,9.0,17,4.21
perm_vsm4_TO2_rh_pearson_tstat1.nii,TO2,pearson,rh,10.0,38,5.25
perm_vsm4_TO2_bilat_pearson_tstat1.nii,TO2,pearson,bilat,0.0,901616,0.05
perm_vsm4_TO2_bilat_pearson_tstat1.nii,TO2,pearson,bilat,1.0,75,6.55
perm_vsm4_TO2_bilat_pearson_tstat1.nii,TO2,pearson,bilat,2.0,159,8.89
perm_vsm4_TO2_bilat_pearson_tstat1.nii,TO2,pearson,bilat,3.0,183,8.70
perm_vsm4_TO2_bilat_pearson_tstat1.nii,TO2,pearson,bilat,4.0,159,5.54
perm_vsm4_TO2_bilat_pearson_tstat1.nii,TO2,pearson,bilat,5.0,159,10.11
perm_vsm4_TO2_bilat_pearson_tstat1.nii,TO2,pearson,bilat,6.0,124,10.41
perm_vsm4_TO2_bilat_pearson_tstat1.nii,TO2,pearson,bilat,7.0,32,6.92
perm_vsm4_TO2_bilat_pearson_tstat1.nii,TO2,pearson,bilat,8.0,67,6.35
perm_vsm4_TO2_bilat_pearson_tstat1.nii,TO2,pearson,bilat,9.0,17,4.82
perm_vsm4_TO2_bilat_pearson_tstat1.nii,TO2,pearson,bilat,10.0,38,6.49
perm_vsm4_TO2_lh_partial_tstat1.nii,TO2,partial,lh,0.0,901616,0.02
perm_vsm4_TO2_lh_partial_tstat1.nii,TO2,partial,lh,1.0,75,3.75
perm_vsm4_TO2_lh_partial_tstat1.nii,TO2,partial,lh,2.0,159,4.94
perm_vsm4_TO2_lh_partial_tstat1.nii,TO2,partial,lh,3.0,183,4.20
perm_vsm4_TO2_lh_partial_tstat1.nii,TO2,partial,lh,4.0,159,2.55
perm_vsm4_TO2_lh_partial_tstat1.nii,TO2,partial,lh,5.0,159,5.04
perm_vsm4_TO2_lh_partial_tstat1.nii,TO2,partial,lh,6.0,124,5.66
perm_vsm4_TO2_lh_partial_tstat1.nii,TO2,partial,lh,7.0,32,4.16
perm_vsm4_TO2_lh_partial_tstat1.nii,TO2,partial,lh,8.0,67,4.27
perm_vsm4_TO2_lh_partial_tstat1.nii,TO2,partial,lh,9.0,17,2.59
perm_vsm4_TO2_lh_partial_tstat1.nii,TO2,partial,lh,10.0,38,3.76
perm_vsm4_TO2_rh_partial_tstat1.nii,TO2,partial,rh,0.0,901616,0.04
perm_vsm4_TO2_rh_partial_tstat1.nii,TO2,partial,rh,1.0,75,4.49
perm_vsm4_TO2_rh_partial_tstat1.nii,TO2,partial,rh,2.0,159,6.23
perm_vsm4_TO2_rh_partial_tstat1.nii,TO2,partial,rh,3.0,183,6.63
perm_vsm4_TO2_rh_partial_tstat1.nii,TO2,partial,rh,4.0,159,4.32
perm_vsm4_TO2_rh_partial_tstat1.nii,TO2,partial,rh,5.0,159,7.91
perm_vsm4_TO2_rh_partial_tstat1.nii,TO2,partial,rh,6.0,124,7.78
perm_vsm4_TO2_rh_partial_tstat1.nii,TO2,partial,rh,7.0,32,5.21
perm_vsm4_TO2_rh_partial_tstat1.nii,TO2,partial,rh,8.0,67,4.55
perm_vsm4_TO2_rh_partial_tstat1.nii,TO2,partial,rh,9.0,17,4.15
perm_vsm4_TO2_rh_partial_tstat1.nii,TO2,partial,rh,10.0,38,5.05
perm_vsm4_V1d_lh_pearson_tstat1.nii,V1d,pearson,lh,0.0,901616,0.13
perm_vsm4_V1d_lh_pearson_tstat1.nii,V1d,pearson,lh,1.0,75,11.34
perm_vsm4_V1d_lh_pearson_tstat1.nii,V1d,pearson,lh,2.0,159,10.28
perm_vsm4_V1d_lh_pearson_tstat1.nii,V1d,pearson,lh,3.0,183,10.18
perm_vsm4_V1d_lh_pearson_tstat1.nii,V1d,pearson,lh,4.0,159,9.91
perm_vsm4_V1d_lh_pearson_tstat1.nii,V1d,pearson,lh,5.0,159,9.94
perm_vsm4_V1d_lh_pearson_tstat1.nii,V1d,pearson,lh,6.0,124,10.80
perm_vsm4_V1d_lh_pearson_tstat1.nii,V1d,pearson,lh,7.0,32,10.47
perm_vsm4_V1d_lh_pearson_tstat1.nii,V1d,pearson,lh,8.0,67,7.95
perm_vsm4_V1d_lh_pearson_tstat1.nii,V1d,pearson,lh,9.0,17,9.02
perm_vsm4_V1d_lh_pearson_tstat1.nii,V1d,pearson,lh,10.0,38,8.00
perm_vsm4_V1d_rh_pearson_tstat1.nii,V1d,pearson,rh,0.0,901616,0.15
perm_vsm4_V1d_rh_pearson_tstat1.nii,V1d,pearson,rh,1.0,75,12.04
perm_vsm4_V1d_rh_pearson_tstat1.nii,V1d,pearson,rh,2.0,159,10.70
perm_vsm4_V1d_rh_pearson_tstat1.nii,V1d,pearson,rh,3.0,183,10.28
perm_vsm4_V1d_rh_pearson_tstat1.nii,V1d,pearson,rh,4.0,159,10.55
perm_vsm4_V1d_rh_pearson_tstat1.nii,V1d,pearson,rh,5.0,159,10.05
perm_vsm4_V1d_rh_pearson_tstat1.nii,V1d,pearson,rh,6.0,124,11.39
perm_vsm4_V1d_rh_pearson_tstat1.nii,V1d,pearson,rh,7.0,32,11.05
perm_vsm4_V1d_rh_pearson_tstat1.nii,V1d,pearson,rh,8.0,67,8.46
perm_vsm4_V1d_rh_pearson_tstat1.nii,V1d,pearson,rh,9.0,17,9.59
perm_vsm4_V1d_rh_pearson_tstat1.nii,V1d,pearson,rh,10.0,38,8.44
perm_vsm4_V1d_bilat_pearson_tstat1.nii,V1d,pearson,bilat,0.0,901616,0.14
perm_vsm4_V1d_bilat_pearson_tstat1.nii,V1d,pearson,bilat,1.0,75,11.94
perm_vsm4_V1d_bilat_pearson_tstat1.nii,V1d,pearson,bilat,2.0,159,10.71
perm_vsm4_V1d_bilat_pearson_tstat1.nii,V1d,pearson,bilat,3.0,183,10.44
perm_vsm4_V1d_bilat_pearson_tstat1.nii,V1d,pearson,bilat,4.0,159,10.43
perm_vsm4_V1d_bilat_pearson_tstat1.nii,V1d,pearson,bilat,5.0,159,10.19
perm_vsm4_V1d_bilat_pearson_tstat1.nii,V1d,pearson,bilat,6.0,124,11.33
perm_vsm4_V1d_bilat_pearson_tstat1.nii,V1d,pearson,bilat,7.0,32,10.98
perm_vsm4_V1d_bilat_pearson_tstat1.nii,V1d,pearson,bilat,8.0,67,8.40
perm_vsm4_V1d_bilat_pearson_tstat1.nii,V1d,pearson,bilat,9.0,17,9.52
perm_vsm4_V1d_bilat_pearson_tstat1.nii,V1d,pearson,bilat,10.0,38,8.43
perm_vsm4_V1d_lh_partial_tstat1.nii,V1d,partial,lh,0.0,901616,0.06
perm_vsm4_V1d_lh_partial_tstat1.nii,V1d,partial,lh,1.0,75,5.50
perm_vsm4_V1d_lh_partial_tstat1.nii,V1d,partial,lh,2.0,159,5.17
perm_vsm4_V1d_lh_partial_tstat1.nii,V1d,partial,lh,3.0,183,5.75
perm_vsm4_V1d_lh_partial_tstat1.nii,V1d,partial,lh,4.0,159,4.73
perm_vsm4_V1d_lh_partial_tstat1.nii,V1d,partial,lh,5.0,159,5.88
perm_vsm4_V1d_lh_partial_tstat1.nii,V1d,partial,lh,6.0,124,5.40
perm_vsm4_V1d_lh_partial_tstat1.nii,V1d,partial,lh,7.0,32,5.19
perm_vsm4_V1d_lh_partial_tstat1.nii,V1d,partial,lh,8.0,67,3.93
perm_vsm4_V1d_lh_partial_tstat1.nii,V1d,partial,lh,9.0,17,4.30
perm_vsm4_V1d_lh_partial_tstat1.nii,V1d,partial,lh,10.0,38,3.88
perm_vsm4_V1d_rh_partial_tstat1.nii,V1d,partial,rh,0.0,901616,0.09
perm_vsm4_V1d_rh_partial_tstat1.nii,V1d,partial,rh,1.0,75,7.43
perm_vsm4_V1d_rh_partial_tstat1.nii,V1d,partial,rh,2.0,159,5.74
perm_vsm4_V1d_rh_partial_tstat1.nii,V1d,partial,rh,3.0,183,4.81
perm_vsm4_V1d_rh_partial_tstat1.nii,V1d,partial,rh,4.0,159,6.46
perm_vsm4_V1d_rh_partial_tstat1.nii,V1d,partial,rh,5.0,159,5.08
perm_vsm4_V1d_rh_partial_tstat1.nii,V1d,partial,rh,6.0,124,6.92
perm_vsm4_V1d_rh_partial_tstat1.nii,V1d,partial,rh,7.0,32,7.14
perm_vsm4_V1d_rh_partial_tstat1.nii,V1d,partial,rh,8.0,67,5.75
perm_vsm4_V1d_rh_partial_tstat1.nii,V1d,partial,rh,9.0,17,6.33
perm_vsm4_V1d_rh_partial_tstat1.nii,V1d,partial,rh,10.0,38,5.29
perm_vsm4_V1v_lh_pearson_tstat1.nii,V1v,pearson,lh,0.0,901616,0.15
perm_vsm4_V1v_lh_pearson_tstat1.nii,V1v,pearson,lh,1.0,75,12.22
perm_vsm4_V1v_lh_pearson_tstat1.nii,V1v,pearson,lh,2.0,159,11.11
perm_vsm4_V1v_lh_pearson_tstat1.nii,V1v,pearson,lh,3.0,183,10.87
perm_vsm4_V1v_lh_pearson_tstat1.nii,V1v,pearson,lh,4.0,159,10.84
perm_vsm4_V1v_lh_pearson_tstat1.nii,V1v,pearson,lh,5.0,159,10.28
perm_vsm4_V1v_lh_pearson_tstat1.nii,V1v,pearson,lh,6.0,124,10.95
perm_vsm4_V1v_lh_pearson_tstat1.nii,V1v,pearson,lh,7.0,32,10.37
perm_vsm4_V1v_lh_pearson_tstat1.nii,V1v,pearson,lh,8.0,67,7.72
perm_vsm4_V1v_lh_pearson_tstat1.nii,V1v,pearson,lh,9.0,17,9.17
perm_vsm4_V1v_lh_pearson_tstat1.nii,V1v,pearson,lh,10.0,38,7.75
perm_vsm4_V1v_rh_pearson_tstat1.nii,V1v,pearson,rh,0.0,901616,0.15
perm_vsm4_V1v_rh_pearson_tstat1.nii,V1v,pearson,rh,1.0,75,12.56
perm_vsm4_V1v_rh_pearson_tstat1.nii,V1v,pearson,rh,2.0,159,11.62
perm_vsm4_V1v_rh_pearson_tstat1.nii,V1v,pearson,rh,3.0,183,10.76
perm_vsm4_V1v_rh_pearson_tstat1.nii,V1v,pearson,rh,4.0,159,11.12
perm_vsm4_V1v_rh_pearson_tstat1.nii,V1v,pearson,rh,5.0,159,10.03
perm_vsm4_V1v_rh_pearson_tstat1.nii,V1v,pearson,rh,6.0,124,11.60
perm_vsm4_V1v_rh_pearson_tstat1.nii,V1v,pearson,rh,7.0,32,10.63
perm_vsm4_V1v_rh_pearson_tstat1.nii,V1v,pearson,rh,8.0,67,7.72
perm_vsm4_V1v_rh_pearson_tstat1.nii,V1v,pearson,rh,9.0,17,9.26
perm_vsm4_V1v_rh_pearson_tstat1.nii,V1v,pearson,rh,10.0,38,8.02
perm_vsm4_V1v_bilat_pearson_tstat1.nii,V1v,pearson,bilat,0.0,901616,0.16
perm_vsm4_V1v_bilat_pearson_tstat1.nii,V1v,pearson,bilat,1.0,75,13.20
perm_vsm4_V1v_bilat_pearson_tstat1.nii,V1v,pearson,bilat,2.0,159,12.18
perm_vsm4_V1v_bilat_pearson_tstat1.nii,V1v,pearson,bilat,3.0,183,11.63
perm_vsm4_V1v_bilat_pearson_tstat1.nii,V1v,pearson,bilat,4.0,159,11.75
perm_vsm4_V1v_bilat_pearson_tstat1.nii,V1v,pearson,bilat,5.0,159,10.80
perm_vsm4_V1v_bilat_pearson_tstat1.nii,V1v,pearson,bilat,6.0,124,11.98
perm_vsm4_V1v_bilat_pearson_tstat1.nii,V1v,pearson,bilat,7.0,32,11.05
perm_vsm4_V1v_bilat_pearson_tstat1.nii,V1v,pearson,bilat,8.0,67,8.17
perm_vsm4_V1v_bilat_pearson_tstat1.nii,V1v,pearson,bilat,9.0,17,9.72
perm_vsm4_V1v_bilat_pearson_tstat1.nii,V1v,pearson,bilat,10.0,38,8.38
perm_vsm4_V1v_lh_partial_tstat1.nii,V1v,partial,lh,0.0,901616,0.06
perm_vsm4_V1v_lh_partial_tstat1.nii,V1v,partial,lh,1.0,75,4.93
perm_vsm4_V1v_lh_partial_tstat1.nii,V1v,partial,lh,2.0,159,3.93
perm_vsm4_V1v_lh_partial_tstat1.nii,V1v,partial,lh,3.0,183,4.41
perm_vsm4_V1v_lh_partial_tstat1.nii,V1v,partial,lh,4.0,159,4.13
perm_vsm4_V1v_lh_partial_tstat1.nii,V1v,partial,lh,5.0,159,4.72
perm_vsm4_V1v_lh_partial_tstat1.nii,V1v,partial,lh,6.0,124,3.91
perm_vsm4_V1v_lh_partial_tstat1.nii,V1v,partial,lh,7.0,32,4.54
perm_vsm4_V1v_lh_partial_tstat1.nii,V1v,partial,lh,8.0,67,3.67
perm_vsm4_V1v_lh_partial_tstat1.nii,V1v,partial,lh,9.0,17,4.01
perm_vsm4_V1v_lh_partial_tstat1.nii,V1v,partial,lh,10.0,38,3.07
perm_vsm4_V1v_rh_partial_tstat1.nii,V1v,partial,rh,0.0,901616,0.06
perm_vsm4_V1v_rh_partial_tstat1.nii,V1v,partial,rh,1.0,75,5.47
perm_vsm4_V1v_rh_partial_tstat1.nii,V1v,partial,rh,2.0,159,4.95
perm_vsm4_V1v_rh_partial_tstat1.nii,V1v,partial,rh,3.0,183,4.03
perm_vsm4_V1v_rh_partial_tstat1.nii,V1v,partial,rh,4.0,159,4.78
perm_vsm4_V1v_rh_partial_tstat1.nii,V1v,partial,rh,5.0,159,3.78
perm_vsm4_V1v_rh_partial_tstat1.nii,V1v,partial,rh,6.0,124,5.69
perm_vsm4_V1v_rh_partial_tstat1.nii,V1v,partial,rh,7.0,32,5.37
perm_vsm4_V1v_rh_partial_tstat1.nii,V1v,partial,rh,8.0,67,3.78
perm_vsm4_V1v_rh_partial_tstat1.nii,V1v,partial,rh,9.0,17,4.51
perm_vsm4_V1v_rh_partial_tstat1.nii,V1v,partial,rh,10.0,38,4.13
perm_vsm4_V2d_lh_pearson_tstat1.nii,V2d,pearson,lh,0.0,901616,0.10
perm_vsm4_V2d_lh_pearson_tstat1.nii,V2d,pearson,lh,1.0,75,10.31
perm_vsm4_V2d_lh_pearson_tstat1.nii,V2d,pearson,lh,2.0,159,11.62
perm_vsm4_V2d_lh_pearson_tstat1.nii,V2d,pearson,lh,3.0,183,10.82
perm_vsm4_V2d_lh_pearson_tstat1.nii,V2d,pearson,lh,4.0,159,8.60
perm_vsm4_V2d_lh_pearson_tstat1.nii,V2d,pearson,lh,5.0,159,11.65
perm_vsm4_V2d_lh_pearson_tstat1.nii,V2d,pearson,lh,6.0,124,12.10
perm_vsm4_V2d_lh_pearson_tstat1.nii,V2d,pearson,lh,7.0,32,10.67
perm_vsm4_V2d_lh_pearson_tstat1.nii,V2d,pearson,lh,8.0,67,8.06
perm_vsm4_V2d_lh_pearson_tstat1.nii,V2d,pearson,lh,9.0,17,8.83
perm_vsm4_V2d_lh_pearson_tstat1.nii,V2d,pearson,lh,10.0,38,8.09
perm_vsm4_V2d_rh_pearson_tstat1.nii,V2d,pearson,rh,0.0,901616,0.10
perm_vsm4_V2d_rh_pearson_tstat1.nii,V2d,pearson,rh,1.0,75,10.26
perm_vsm4_V2d_rh_pearson_tstat1.nii,V2d,pearson,rh,2.0,159,10.53
perm_vsm4_V2d_rh_pearson_tstat1.nii,V2d,pearson,rh,3.0,183,10.71
perm_vsm4_V2d_rh_pearson_tstat1.nii,V2d,pearson,rh,4.0,159,8.55
perm_vsm4_V2d_rh_pearson_tstat1.nii,V2d,pearson,rh,5.0,159,11.16
perm_vsm4_V2d_rh_pearson_tstat1.nii,V2d,pearson,rh,6.0,124,11.70
perm_vsm4_V2d_rh_pearson_tstat1.nii,V2d,pearson,rh,7.0,32,10.48
perm_vsm4_V2d_rh_pearson_tstat1.nii,V2d,pearson,rh,8.0,67,8.25
perm_vsm4_V2d_rh_pearson_tstat1.nii,V2d,pearson,rh,9.0,17,8.97
perm_vsm4_V2d_rh_pearson_tstat1.nii,V2d,pearson,rh,10.0,38,7.96
perm_vsm4_V2d_bilat_pearson_tstat1.nii,V2d,pearson,bilat,0.0,901616,0.10
perm_vsm4_V2d_bilat_pearson_tstat1.nii,V2d,pearson,bilat,1.0,75,10.60
perm_vsm4_V2d_bilat_pearson_tstat1.nii,V2d,pearson,bilat,2.0,159,11.43
perm_vsm4_V2d_bilat_pearson_tstat1.nii,V2d,pearson,bilat,3.0,183,11.15
perm_vsm4_V2d_bilat_pearson_tstat1.nii,V2d,pearson,bilat,4.0,159,8.83
perm_vsm4_V2d_bilat_pearson_tstat1.nii,V2d,pearson,bilat,5.0,159,11.75
perm_vsm4_V2d_bilat_pearson_tstat1.nii,V2d,pearson,bilat,6.0,124,12.27
perm_vsm4_V2d_bilat_pearson_tstat1.nii,V2d,pearson,bilat,7.0,32,10.89
